Date,Close
2015-01-02,524.812404
2015-01-05,513.872306
2015-01-06,501.962262
2015-01-07,501.102268
2015-01-08,502.682285
2015-01-09,496.172244
2015-01-12,492.552239
2015-01-13,496.182251
2015-01-14,500.872267
2015-01-15,501.792271
2015-01-16,508.082288
2015-01-20,506.902294
2015-01-21,518.042373
2015-01-22,534.392388
2015-01-23,539.952437
2015-01-26,535.212448
2015-01-27,518.63237
2015-01-28,510.002318
2015-01-29,510.6623
2015-01-30,534.522445
2015-02-02,528.482381
2015-02-03,529.2424
2015-02-04,522.762349
2015-02-05,527.582391
2015-02-06,531.002415
2015-02-09,527.832406
2015-02-10,536.942412
2015-02-11,535.972405
2015-02-12,542.932472
2015-02-13,549.012501
2015-02-17,542.842443
2015-02-18,539.702422
2015-02-19,542.872432
2015-02-20,538.952441
2015-02-23,531.912381
2015-02-24,536.092424
2015-02-25,543.872489
2015-02-26,555.482516
2015-02-27,558.402511
2015-03-02,571.342601
2015-03-03,573.64261
2015-03-04,573.372583
2015-03-05,575.332609
2015-03-06,567.687558
2015-03-09,568.852557
2015-03-10,555.012538
2015-03-11,551.182515
2015-03-12,555.512505
2015-03-13,547.322503
2015-03-16,554.512509
2015-03-17,550.842471
2015-03-18,559.502513
2015-03-19,557.992512
2015-03-20,560.362537
2015-03-23,558.81251
2015-03-24,570.192597
2015-03-25,558.787539
2015-03-26,555.172522
2015-03-27,548.342512
2015-03-30,552.032502
2015-03-31,548.002468
2015-04-01,542.562439
2015-04-02,535.532417
2015-04-06,536.767432
2015-04-07,537.022404
2015-04-08,541.612446
2015-04-09,540.782472
2015-04-10,540.012416
2015-04-13,539.172466
2015-04-14,530.392405
2015-04-15,532.532429
2015-04-16,533.802391
2015-04-17,524.052386
2015-04-20,535.382408
2015-04-21,533.972413
2015-04-22,539.367458
2015-04-23,547.002472
2015-04-24,565.062561
2015-04-27,555.369995
2015-04-28,553.679993
2015-04-29,549.080017
2015-04-30,537.340027
2015-05-01,537.900024
2015-05-04,540.780029
2015-05-05,530.799988
2015-05-06,524.219971
2015-05-07,530.700012
2015-05-08,538.219971
2015-05-11,535.700012
2015-05-12,529.039978
2015-05-13,529.619995
2015-05-14,538.400024
2015-05-15,533.849976
2015-05-18,532.299988
2015-05-19,537.359985
2015-05-20,539.27002
2015-05-21,542.51001
2015-05-22,540.109985
2015-05-26,532.320007
2015-05-27,539.789978
2015-05-28,539.780029
2015-05-29,532.109985
2015-06-01,533.98999
2015-06-02,539.179993
2015-06-03,540.309998
2015-06-04,536.700012
2015-06-05,533.330017
2015-06-08,526.830017
2015-06-09,526.690002
2015-06-10,536.690002
2015-06-11,534.609985
2015-06-12,532.330017
2015-06-15,527.200012
2015-06-16,528.150024
2015-06-17,529.26001
2015-06-18,536.72998
2015-06-19,536.690002
2015-06-22,538.190002
2015-06-23,540.47998
2015-06-24,537.840027
2015-06-25,535.22998
2015-06-26,531.690002
2015-06-29,521.52002
2015-06-30,520.51001
2015-07-01,521.840027
2015-07-02,523.400024
2015-07-06,522.859985
2015-07-07,525.02002
2015-07-08,516.830017
2015-07-09,520.679993
2015-07-10,530.130005
2015-07-13,546.549988
2015-07-14,561.099976
2015-07-15,560.219971
2015-07-16,579.849976
2015-07-17,672.929993
2015-07-20,663.02002
2015-07-21,662.299988
2015-07-22,662.099976
2015-07-23,644.280029
2015-07-24,623.559998
2015-07-27,627.26001
2015-07-28,628.0
2015-07-29,631.929993
2015-07-30,632.590027
2015-07-31,625.609985
2015-08-03,631.210022
2015-08-04,629.25
2015-08-05,643.780029
2015-08-06,642.679993
2015-08-07,635.299988
2015-08-10,633.72998
2015-08-11,660.780029
2015-08-12,659.559998
2015-08-13,656.450012
2015-08-14,657.119995
2015-08-17,660.869995
2015-08-18,656.130005
2015-08-19,660.900024
2015-08-20,646.830017
2015-08-21,612.47998
2015-08-24,589.609985
2015-08-25,582.059998
2015-08-26,628.619995
2015-08-27,637.609985
2015-08-28,630.380005
2015-08-31,618.25
2015-09-01,597.789978
2015-09-02,614.340027
2015-09-03,606.25
2015-09-04,600.700012
2015-09-08,614.659973
2015-09-09,612.719971
2015-09-10,621.349976
2015-09-11,625.77002
2015-09-14,623.23999
2015-09-15,635.140015
2015-09-16,635.97998
2015-09-17,642.900024
2015-09-18,629.25
2015-09-21,635.440002
2015-09-22,622.690002
2015-09-23,622.359985
2015-09-24,625.799988
2015-09-25,611.969971
2015-09-28,594.890015
2015-09-29,594.969971
2015-09-30,608.419983
2015-10-01,611.289978
